region,address,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,build_date,isСomplete,complitation_year,house_material,parking,decoration,balcony,longitude,latitude,passenger_elevator,cargo_elevator,metro,metro_distance,metro_transport,district,is_apartments,is_auction
nng,"Нижний Новгород, Анкудиновское шоссе",5838000,27.8,,,,2,14,,0,2025,monolithBrick,,,,44.0033327804253,56.2630240616363,,,"Горьковская,Пролетарская,Заречная","11,14,15","transport,transport,transport","Дубенки,Приокский",0,0
nng,"Нижний Новгород, Украинская улица",5840000,43.66,19.9,15.4,1,1,27,,0,2026,monolithBrick,,,,43.923679412,56.3021096648,,,"Чкаловская,Ленинская,Заречная","19,19,6","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, Украинская улица",5800000,42.72,20.0,11.9,1,2,27,,0,2026,monolithBrick,,,,43.9253262884,56.3020112442,,,"Ленинская,Чкаловская,Заречная","11,15,6","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, Вязниковская улица",5900634,58.02,,,2,4,9,,0,2025,monolith,,,,43.8458801926,56.306393129,,,"Буревестник,Бурнаковская,Канавинская","6,7,8","transport,transport,transport","Сортировочный,Канавинский",0,0
nng,"Нижний Новгород, Украинская улица",5950000,42.36,19.6,11.9,1,6,27,,0,2026,monolithBrick,,,,43.9236794120239,56.3021096647655,,,"Чкаловская,Ленинская,Заречная","19,19,6","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, Украинская улица",5900000,42.36,19.6,11.9,1,3,27,,0,2026,monolithBrick,,,,43.9253262884,56.3020112442,,,"Ленинская,Чкаловская,Заречная","11,15,6","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижегородская область, городской округ Нижний Новгород,   Нижний Новгород, Героев пр-кт, 37",5900000,54.1,5.5,39.0,3,5,6,,,,brick,,,1,43.888379,56.321356,,,,,,"Московский проспект,Московский",0,0
nng,"Нижний Новгород, посёлок Парышево, Зеленхозовская улица",6031000,53.4,15.3,25.4,2,4,4,,0,2025,monolithBrick,,fine,,43.81744473275554,56.21956220667513,,,"Парк культуры,Кировская,Комсомольская","8,9,11","transport,transport,transport",Автозаводский,0,0
nng,"Нижний Новгород, посёлок Парышево, Зеленхозовская улица",6006000,56.0,11.0,29.5,2,1,4,,0,2025,monolithBrick,,fine,,43.81744473275554,56.21956220667513,,,"Парк культуры,Кировская,Комсомольская","8,9,11","transport,transport,transport",Автозаводский,0,0
nng,"Нижний Новгород, посёлок Парышево, Зеленхозовская улица",6064500,56.5,11.0,29.5,2,4,4,,0,2025,monolithBrick,,fine,1,43.81744473275554,56.21956220667513,,,"Парк культуры,Кировская,Комсомольская","8,9,11","transport,transport,transport",Автозаводский,0,0
nng,"Нижний Новгород, Витебская улица",6052941,32.2,7.1,9.7,,3,25,,0,2027,monolithBrick,,,,43.93833547088567,56.31076451184858,,,"Чкаловская,Ленинская,Московская","1,15,16","walk,walk,walk","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, Вязниковская улица",6133974,61.71,,,2,8,9,,0,2025,monolith,,,,43.8458801925898,56.3063931290095,,,"Буревестник,Бурнаковская,Канавинская","6,7,8","transport,transport,transport","Сортировочный,Канавинский",0,0
nng,"Нижний Новгород, Вязниковская улица",6131860,62.57,,,2,1,9,,0,2025,monolith,,,,43.8458801925898,56.3063931290095,,,"Буревестник,Бурнаковская,Канавинская","6,7,8","transport,transport,transport","Сортировочный,Канавинский",0,0
nng,"Нижний Новгород, улица Родионова",6137200,26.8,,,1,4,6,,0,2025,monolithBrick,,,,44.0681186627039,56.3173417880816,,,"Горьковская,Стрелка,Московская","7,10,11","transport,transport,transport","Подновье,Нижегородский",1,0
nng,"Нижний Новгород, Краснозвёздная улица",6126000,32.74,,,1,1,15,,0,2024,monolithBrick,,,,43.9924467923716,56.2850369019644,,,"Горьковская,Ленинская,Заречная","8,12,13","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижегородская область, городской округ Нижний Новгород,   Нижний Новгород, Московское шоссе, 23",6150000,43.4,7.0,28.0,2,4,9,,,,panel,,,,43.933178,56.324271,1,,,,,"Гордеевский,Канавинский",0,0
nng,"Нижний Новгород, Краснозвёздная улица",6158000,32.45,,,1,2,15,,0,2024,monolithBrick,,,,43.9924467923716,56.2850369019644,,,"Горьковская,Ленинская,Заречная","8,12,13","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижний Новгород, Краснозвёздная улица",6293000,31.56,,,,6,15,,0,2024,monolithBrick,,,,43.9924467923716,56.2850369019644,,,"Горьковская,Ленинская,Заречная","8,12,13","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижегородская область, городской округ Нижний Новгород,   Нижний Новгород, Глеба Успенского ул, 11",6300000,81.7,8.1,57.6,3,1,3,,,,block,,,,43.929863,56.270056,,,,,,"Двигатель Революции,Ленинский",0,0
nng,"Нижний Новгород, улица Родионова",6375150,27.9,,,1,4,6,,0,2025,monolithBrick,,,,44.0681186627039,56.3173417880816,,,"Горьковская,Стрелка,Московская","7,10,11","transport,transport,transport","Подновье,Нижегородский",1,0
nng,"Нижний Новгород, Вязниковская улица",6433241,70.14,,,2,9,9,,0,2024,monolith,,,,43.8469763056,56.3065537773,,,"Буревестник,Бурнаковская,Канавинская","6,7,8","transport,transport,transport","Сортировочный,Канавинский",0,0
nng,"Нижний Новгород, Вязниковская улица",6487356,70.73,,,2,1,9,,0,2025,monolith,,,,43.8458801925898,56.3063931290095,,,"Буревестник,Бурнаковская,Канавинская","6,7,8","transport,transport,transport","Сортировочный,Канавинский",0,0
nng,"Нижний Новгород, 2-я Оранжерейная улица",6442800,24.78,,,,1,19,,0,2025,panel,,,,43.99884076057403,56.30450273451132,,,"Горьковская,Московская,Ленинская","18,8,9","walk,transport,transport","проспект Гагарина,Советский",0,0
nng,"Нижний Новгород, 2-я Оранжерейная улица",6487120,24.76,8.7,8.5,,2,19,,0,2025,monolith,,,,43.99884076057403,56.30450273451132,,,"Горьковская,Московская,Ленинская","18,8,9","walk,transport,transport","проспект Гагарина,Советский",0,0
nng,"Россия, Нижний Новгород, улица Романтиков, 8",6400000,36.0,10.5,17.2,1,2,10,2020,,,,,,0,44.051118,56.275729,1,1,"Горьковская,Московская,Ленинская","11,17,18","transport,transport,transport",Советский,0,0
nng,"Нижний Новгород, Архангельская улица, 18",6547500,48.5,8.2,26.0,2,4,14,,0,2025,brick,ground,,,43.84567319048979,56.28667549744891,,,"Пролетарская,Двигатель Революции,Автозаводская","13,13,13","transport,transport,transport","Сортировочный,Канавинский",0,0
nng,"Нижний Новгород, Якорная улица",6643763,47.5,,,2,2,21,,0,2025,monolith,,,,43.8886214259332,56.312081641975,1,1,"Бурнаковская,Буревестник,Канавинская","6,7,7","transport,transport,transport","15-й квартал,Канавинский",0,0
nng,"Нижний Новгород, Краснозвёздная улица",6662000,36.46,,,1,7,15,,0,2026,monolithBrick,,,,43.99260772491128,56.28575896580599,,,"Горьковская,Ленинская,Заречная","5,6,6","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижегородская область, Нижний Новгород, улица 50-летия Победы",6660000,37.98,16.2,11.8,1,17,17,,0,2026,monolithBrick,,,,43.8834547447,56.3343715606,,,"Буревестник,Бурнаковская,Канавинская","13,5,6","walk,transport,transport","Спортивный,Московский",0,0
nng,"Нижний Новгород, посёлок Парышево, Зеленхозовская улица",6663500,62.1,16.3,31.0,2,1,4,,0,2025,monolithBrick,,fine,,43.81744473275554,56.21956220667513,,,"Парк культуры,Кировская,Комсомольская","8,9,11","transport,transport,transport",Автозаводский,0,0
nng,"Нижний Новгород, улица Менделеева",6736620,38.94,16.6,11.9,1,4,19,,0,2027,,underground,fine,,43.93432062628786,56.304726611523705,,,"Чкаловская,Ленинская,Московская","8,8,3","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижегородская область, Нижний Новгород, улица 50-летия Победы",6660000,39.06,16.2,13.9,1,12,17,,0,2026,monolithBrick,,,,43.8834547447,56.3343715606,,,"Буревестник,Бурнаковская,Канавинская","13,5,6","walk,transport,transport","Спортивный,Московский",0,0
nng,"Нижний Новгород, Новокузнечихинская улица",6691548,34.7,,,1,25,25,,0,2026,monolithBrick,,,,44.0393602129,56.2694798682,,,"Горьковская,Пролетарская,Ленинская","13,18,20","transport,transport,transport","Кузнечиха,Советский",0,0
nng,"Нижний Новгород, посёлок Парышево, Зеленхозовская улица",6705500,62.5,14.2,27.7,2,1,4,,0,2025,monolithBrick,,without,,43.81744473275554,56.21956220667513,,,"Парк культуры,Кировская,Комсомольская","8,9,11","transport,transport,transport",Автозаводский,0,0
nng,"Нижний Новгород, Якорная улица",6771929,50.3,,,2,2,21,,0,2025,monolith,,,,43.8891578677,56.3121174215,1,1,"Бурнаковская,Канавинская,Буревестник","5,6,7","transport,transport,transport","15-й квартал,Канавинский",0,0
nng,"Нижний Новгород, 2-я Оранжерейная улица",6797650,26.45,,,,6,19,,0,2025,panel,,,,43.99884076057403,56.30450273451132,,,"Горьковская,Московская,Ленинская","18,8,9","walk,transport,transport","проспект Гагарина,Советский",0,0
nng,"Россия, Нижний Новгород, Горная улица, 20",6800000,48.0,7.7,29.0,2,5,9,1988,,,brick,ground,,0,43.977914,56.255718,1,0,"Пролетарская,Автозаводская,Горьковская","10,11,11","transport,transport,transport","Дубенки,Приокский",0,0
nng,"Нижегородская область, Нижний Новгород, улица 50-летия Победы",6840000,36.65,17.3,10.5,1,12,17,,0,2025,monolithBrick,,,,43.8839589999976,56.3339007329878,2,2,"Буревестник,Бурнаковская,Канавинская","10,5,6","walk,transport,transport","Спортивный,Московский",0,0
nng,"Нижний Новгород, 2-я Оранжерейная улица",6875700,26.65,,,,8,19,,0,2025,panel,,,,43.99884076057403,56.30450273451132,,,"Горьковская,Московская,Ленинская","18,8,9","walk,transport,transport","проспект Гагарина,Советский",0,0
nng,"Нижний Новгород, 2-я Оранжерейная улица",6835580,26.09,8.0,8.2,,19,19,,0,2025,monolith,,,,43.99884076057403,56.30450273451132,,,"Горьковская,Московская,Ленинская","18,8,9","walk,transport,transport","проспект Гагарина,Советский",0,0
nng,"Нижний Новгород, 2-я Оранжерейная улица",6890000,26.5,8.4,8.5,,15,19,,0,2025,monolith,,,,43.99884076057403,56.30450273451132,,,"Горьковская,Московская,Ленинская","18,8,9","walk,transport,transport","проспект Гагарина,Советский",0,0
nng,"Нижний Новгород, улица Коперника",6843200,37.6,,,1,4,19,,0,2025,monolithBrick,,,,43.8442974087,56.3420887157,,,"Буревестник,Бурнаковская,Канавинская","5,7,8","transport,transport,transport","Кооперативный поселок,Сормовский",0,0
nng,"Нижний Новгород, улица Менделеева",6851260,40.54,8.9,18.4,1,4,19,,0,2027,,underground,fine,,43.93432062628786,56.304726611523705,,,"Чкаловская,Ленинская,Московская","8,8,3","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, улица Менделеева",6830980,40.42,8.9,18.4,1,5,19,,0,2027,,underground,fine,,43.93432062628786,56.304726611523705,,,"Чкаловская,Ленинская,Московская","8,8,3","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, улица Коперника",6875748,38.8,,,1,16,18,,0,2025,monolithBrick,,,,43.841007469556565,56.34578535864196,,,"Буревестник,Бурнаковская,Канавинская","7,9,10","transport,transport,transport","Кооперативный поселок,Сормовский",0,0
nng,"Нижний Новгород, Якорная улица",6948000,49.3,,,2,17,21,,0,2025,monolith,,,,43.8886214259,56.312081642,1,1,"Бурнаковская,Буревестник,Канавинская","6,7,7","transport,transport,transport","15-й квартал,Канавинский",0,0
nng,"Нижний Новгород, улица Романтиков, 3",6900000,37.0,12.0,13.5,1,15,19,2019,,,monolith,ground,,,44.047417,56.275539,1,1,"Горьковская,Московская,Автозаводская","11,17,19","transport,transport,transport","Кузнечиха,Советский",0,0
nng,"Нижний Новгород, Краснозвёздная улица",6964000,36.94,,,1,2,15,,0,2024,monolithBrick,,,,43.9924467923716,56.2850369019644,,,"Горьковская,Ленинская,Заречная","8,12,13","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижний Новгород, Вязниковская улица",7038720,74.88,,,3,1,9,,0,2025,monolith,,,,43.8458801925898,56.3063931290095,,,"Буревестник,Бурнаковская,Канавинская","6,7,8","transport,transport,transport","Сортировочный,Канавинский",0,0
nng,"Нижний Новгород, Молитовская улица",7010000,43.86,17.7,14.4,1,1,24,,0,2026,monolithBrick,,,,43.9492141852,56.2966885568,,,"Ленинская,Чкаловская,Заречная","11,5,6","walk,transport,transport","Молитовка,Ленинский",0,0
nng,"Нижний Новгород, проспект Гагарина",7074000,39.3,,,1,2,18,,0,2025,monolithBrick,underground,,,43.9751452650606,56.2629448815573,2,2,"Двигатель Революции,Пролетарская,Автозаводская","5,6,7","transport,transport,transport","Караваиха,Приокский",0,0
nng,"Нижний Новгород, Вязниковская улица",7217320,76.78,,,3,9,9,,0,2025,monolith,,,,43.8458801925898,56.3063931290095,,,"Буревестник,Бурнаковская,Канавинская","6,7,8","transport,transport,transport","Сортировочный,Канавинский",0,0
nng,"Нижегородская область, Нижний Новгород, улица 50-летия Победы",7230000,44.92,19.1,13.9,1,1,17,,0,2025,monolithBrick,,,,43.883959,56.333900733,2,2,"Буревестник,Бурнаковская,Канавинская","10,5,6","walk,transport,transport","Спортивный,Московский",0,0
nng,"Нижегородская область, Нижний Новгород, улица 50-летия Победы",7160000,38.42,17.6,11.5,1,2,17,,0,2025,monolithBrick,,,,43.8839589999976,56.3339007329878,2,2,"Буревестник,Бурнаковская,Канавинская","10,5,6","walk,transport,transport","Спортивный,Московский",0,0
nng,"Нижний Новгород, Краснозвёздная улица",7212000,43.22,,,1,2,15,,0,2026,monolithBrick,,,,43.99260772491128,56.28575896580599,,,"Горьковская,Ленинская,Заречная","5,6,6","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижний Новгород, Новокузнечихинская улица",7164140,38.0,,,1,25,25,,0,2026,monolithBrick,,,,44.0393602129,56.2694798682,,,"Горьковская,Пролетарская,Ленинская","13,18,20","transport,transport,transport","Кузнечиха,Советский",0,0
nng,"Нижегородская область, Нижний Новгород, улица 50-летия Победы",7250000,44.47,18.8,13.9,1,2,17,,0,2025,monolithBrick,,,,43.8839589999976,56.3339007329878,2,2,"Буревестник,Бурнаковская,Канавинская","10,5,6","walk,transport,transport","Спортивный,Московский",0,0
nng,"Нижний Новгород, Новокузнечихинская улица",7257924,32.4,,,1,20,25,,0,2026,monolithBrick,,,,44.0393602128704,56.2694798681825,,,"Горьковская,Пролетарская,Ленинская","13,18,20","transport,transport,transport","Кузнечиха,Советский",0,0
nng,"Нижний Новгород, проспект Гагарина",7293000,42.9,,,,9,18,,0,2025,monolithBrick,underground,,,43.9751452650606,56.2629448815573,2,2,"Двигатель Революции,Пролетарская,Автозаводская","5,6,7","transport,transport,transport","Караваиха,Приокский",0,0
nng,"Нижний Новгород, Архангельская улица, 18",7336000,52.4,9.2,27.8,2,10,14,,0,2025,brick,ground,,,43.84567319048979,56.28667549744891,,,"Пролетарская,Двигатель Революции,Автозаводская","13,13,13","transport,transport,transport","Сортировочный,Канавинский",0,0
nng,"Нижний Новгород, Украинская улица",7370000,55.21,15.7,23.6,2,20,27,,0,2026,monolithBrick,,,,43.9253262884,56.3020112442,,,"Ленинская,Чкаловская,Заречная","11,15,6","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, Украинская улица",7410000,56.49,18.6,23.6,2,1,27,,0,2026,monolithBrick,,,,43.923679412,56.3021096648,,,"Чкаловская,Ленинская,Заречная","19,19,6","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, Краснозвёздная улица",7448000,41.55,,,1,7,15,,0,2026,monolithBrick,,,,43.99137390876485,56.28574106374119,,,"Горьковская,Ленинская,Заречная","7,12,13","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижний Новгород, Молитовская улица",7480000,42.48,15.1,15.0,1,16,24,,0,2025,monolithBrick,,,,43.9483129629,56.2965513451,,,"Ленинская,Чкаловская,Заречная","9,5,5","walk,transport,transport","Молитовка,Ленинский",0,0
nng,"Нижний Новгород, Новокузнечихинская улица",7459996,39.4,,,1,25,25,,0,2026,monolithBrick,,,,44.0393602129,56.2694798682,,,"Горьковская,Пролетарская,Ленинская","13,18,20","transport,transport,transport","Кузнечиха,Советский",0,0
nng,"Нижний Новгород, Новокузнечихинская улица",7454440,39.5,,,1,19,25,,0,2026,monolithBrick,,,,44.0393602128704,56.2694798681825,,,"Горьковская,Пролетарская,Ленинская","13,18,20","transport,transport,transport","Кузнечиха,Советский",0,0
nng,"Нижний Новгород, Витебская улица",7544098,40.8,12.9,10.7,1,6,25,,0,2027,monolithBrick,,rough,,43.93833547088567,56.31076451184858,,,"Чкаловская,Ленинская,Московская","1,15,16","walk,walk,walk","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, Молитовская улица",7580000,43.57,15.7,15.0,1,1,24,,0,2025,monolithBrick,,,,43.9483129629,56.2965513451,,,"Ленинская,Чкаловская,Заречная","9,5,5","walk,transport,transport","Молитовка,Ленинский",0,0
nng,"Нижний Новгород, улица Дружаева",7551000,41.95,,,1,2,15,,0,2025,monolithBrick,,,,43.87708392324771,56.266071823287206,,,"Кировская,Пролетарская,Комсомольская","5,5,7","transport,transport,transport","Северный,Автозаводский",0,0
nng,"Нижний Новгород, Витебская улица",7547663,42.0,9.6,18.6,2,3,25,,0,2027,monolithBrick,,,,43.93833547088567,56.31076451184858,,,"Чкаловская,Ленинская,Московская","1,15,16","walk,walk,walk","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, улица Менделеева",7580020,37.34,15.7,11.7,1,19,19,,0,2027,,underground,fine,,43.93432062628786,56.304726611523705,,,"Чкаловская,Ленинская,Московская","8,8,3","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, улица Менделеева",7505750,42.89,8.9,19.8,1,8,19,,0,2027,,underground,fine,,43.93432062628786,56.304726611523705,,,"Чкаловская,Ленинская,Московская","8,8,3","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, Краснозвёздная улица",7596000,40.68,,,1,10,15,,0,2024,monolithBrick,,,,43.9924467923716,56.2850369019644,,,"Горьковская,Ленинская,Заречная","8,12,13","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижний Новгород, Архангельская улица, 18",7560000,54.0,9.4,29.3,2,12,14,,0,2025,brick,ground,,,43.84567319048979,56.28667549744891,,,"Пролетарская,Двигатель Революции,Автозаводская","13,13,13","transport,transport,transport","Сортировочный,Канавинский",0,0
nng,"Нижний Новгород, улица Лесной Городок, 7Б",7600700,57.8,13.4,,2,2,8,,0,2025,monolithBrick,,,,43.8397742195737,56.3075109097953,,,"Бурнаковская,Буревестник,Канавинская","8,10,10","transport,transport,transport","Сортировочный,Канавинский",0,0
nng,"Нижегородская область, городской округ Нижний Новгород,   Нижний Новгород, Веденяпина ул, 27",7650000,59.5,7.0,43.2,3,3,9,,,,panel,,,1,43.880303,56.228371,1,,,,,"6,Автозаводский",0,0
nng,"Нижний Новгород, Витебская улица",7716798,43.8,8.7,17.7,2,3,25,,0,2027,monolithBrick,,,,43.93833547088567,56.31076451184858,,,"Чкаловская,Ленинская,Московская","1,15,16","walk,walk,walk","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, Гаражная улица",7790000,44.74,16.9,13.7,1,2,24,,0,2025,monolithBrick,,,,44.03328534854769,56.30875871016914,,,"Горьковская,Стрелка,Московская","5,8,8","transport,transport,transport","Высоково,Советский",0,0
nng,"Нижний Новгород, Украинская улица",7810000,60.63,16.5,27.2,2,2,27,,0,2026,monolithBrick,,,,43.9253262884,56.3020112442,,,"Ленинская,Чкаловская,Заречная","11,15,6","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, проспект Гагарина",7805000,44.6,,,1,4,18,,0,2025,monolithBrick,underground,,,43.9751452650606,56.2629448815573,2,2,"Двигатель Революции,Пролетарская,Автозаводская","5,6,7","transport,transport,transport","Караваиха,Приокский",0,0
nng,"Нижний Новгород, улица Родионова",7870500,29.0,,,,2,20,,0,2025,monolithBrick,,,,44.0642308677359,56.3173516609973,,,"Горьковская,Стрелка,Московская","6,10,11","transport,transport,transport",Нижегородский,0,0
nng,"Нижний Новгород, Украинская улица",7880000,60.63,16.5,27.2,2,2,27,,0,2026,monolithBrick,,,,43.9236794120239,56.3021096647655,,,"Чкаловская,Ленинская,Заречная","19,19,6","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, улица Родионова",7859467,47.8,,,1,1,10,,1,2023,monolithBrick,underground,rough,,44.0751424325085,56.3049853770483,1,1,"Горьковская,Московская,Стрелка","10,15,16","transport,transport,transport","Печерская долина,Нижегородский",0,0
nng,"Нижний Новгород, Украинская улица",7880000,60.0,16.2,27.2,2,7,27,,0,2026,monolithBrick,,,,43.923679412,56.3021096648,,,"Чкаловская,Ленинская,Заречная","19,19,6","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, Витебская улица",7879144,40.2,12.9,10.8,1,15,25,,0,2027,monolithBrick,,rough,,43.93833547088567,56.31076451184858,,,"Чкаловская,Ленинская,Московская","1,15,16","walk,walk,walk","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, проспект Гагарина",7987000,49.0,,,1,7,18,,0,2025,monolithBrick,underground,,,43.9751452650606,56.2629448815573,2,2,"Двигатель Революции,Пролетарская,Автозаводская","5,6,7","transport,transport,transport","Караваиха,Приокский",0,0
nng,"Нижний Новгород, Новокузнечихинская улица",7969312,41.6,,,2,22,25,,0,2026,monolithBrick,,,,44.0393602128704,56.2694798681825,,,"Горьковская,Пролетарская,Ленинская","13,18,20","transport,transport,transport","Кузнечиха,Советский",0,0
nng,"Нижний Новгород, Витебская улица",7910599,44.9,6.7,21.8,2,3,25,,0,2027,monolithBrick,,,,43.93833547088567,56.31076451184858,,,"Чкаловская,Ленинская,Московская","1,15,16","walk,walk,walk","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, Гаражная улица",8100000,45.58,16.9,14.2,1,4,24,,0,2025,monolithBrick,,,,44.03328534854769,56.30875871016914,,,"Горьковская,Стрелка,Московская","5,8,8","transport,transport,transport","Высоково,Советский",0,0
nng,"Нижний Новгород, Украинская улица",8130000,59.34,15.8,27.2,2,27,27,,0,2026,monolithBrick,,,,43.923679412,56.3021096648,,,"Чкаловская,Ленинская,Заречная","19,19,6","walk,walk,transport","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, улица Родионова",8092000,28.0,,,,15,20,,0,2025,monolithBrick,,,,44.0642308677359,56.3173516609973,,,"Горьковская,Стрелка,Московская","6,10,11","transport,transport,transport",Нижегородский,0,0
nng,"Нижний Новгород, Витебская улица",8136380,46.2,11.3,17.0,2,3,25,,0,2027,monolithBrick,,,,43.93833547088567,56.31076451184858,,,"Чкаловская,Ленинская,Московская","1,15,16","walk,walk,walk","Ленгородок,Канавинский",0,0
nng,"Нижний Новгород, улица Родионова",8225000,32.0,,,,23,24,,0,2025,monolithBrick,,,,44.0642308677,56.317351661,,,"Горьковская,Стрелка,Московская","6,10,11","transport,transport,transport",Нижегородский,0,0
nng,"Нижний Новгород, Анкудиновское шоссе",8173760,45.92,,,1,2,14,,0,2025,monolithBrick,,,,44.0033327804253,56.2630240616363,,,"Горьковская,Пролетарская,Заречная","11,14,15","transport,transport,transport","Дубенки,Приокский",0,0
nng,"Нижний Новгород, Новокузнечихинская улица",8229438,53.1,,,2,24,25,,0,2026,monolithBrick,,,,44.0393602128704,56.2694798681825,,,"Горьковская,Пролетарская,Ленинская","13,18,20","transport,transport,transport","Кузнечиха,Советский",0,0
nng,"Нижний Новгород, проспект Гагарина",8214000,44.4,,,1,11,18,,0,2025,monolithBrick,underground,,,43.9751452650606,56.2629448815573,2,2,"Двигатель Революции,Пролетарская,Автозаводская","5,6,7","transport,transport,transport","Караваиха,Приокский",0,0
nng,"Нижний Новгород, Краснозвёздная улица",8272000,52.52,,,2,9,15,,0,2026,monolithBrick,,,,43.9926077249,56.2857589658,,,"Горьковская,Ленинская,Заречная","5,6,6","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижний Новгород, Анкудиновское шоссе",8292800,45.44,,,1,10,14,,0,2025,monolithBrick,,,,44.0033327804253,56.2630240616363,,,"Горьковская,Пролетарская,Заречная","11,14,15","transport,transport,transport","Дубенки,Приокский",0,0
nng,"Нижний Новгород, Краснозвёздная улица",8296000,52.42,,,2,14,15,,0,2026,monolithBrick,,,,43.99260772491128,56.28575896580599,,,"Горьковская,Ленинская,Заречная","5,6,6","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижний Новгород, улица Баумана",8302970,49.13,18.0,16.5,1,2,24,,0,2024,monolith,,,,43.9555900979,56.2804100821,,,"Заречная,Ленинская,Двигатель Революции","5,5,7","transport,transport,transport","Молитовка,Ленинский",0,0
nng,"Нижний Новгород, Гаражная улица",8350000,51.4,16.8,16.4,1,6,24,,0,2025,monolithBrick,,,,44.0332853485,56.3087587102,,,"Горьковская,Стрелка,Московская","5,8,8","transport,transport,transport","Высоково,Советский",0,0
nng,"Нижний Новгород, Краснозвёздная улица",8306000,53.76,,,2,2,15,,0,2026,monolithBrick,,,,43.9926077249,56.2857589658,,,"Горьковская,Ленинская,Заречная","5,6,6","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижний Новгород, улица Коперника",8343917,52.9,,,2,17,18,,0,2025,monolithBrick,,,,43.841007469556565,56.34578535864196,,,"Буревестник,Бурнаковская,Канавинская","7,9,10","transport,transport,transport","Кооперативный поселок,Сормовский",0,0
nng,"Нижний Новгород, улица Баумана",8302970,49.13,,,1,2,21,,0,2024,panel,,,,43.95559009793002,56.28041008207406,,,"Заречная,Ленинская,Двигатель Революции","5,5,7","transport,transport,transport","Молитовка,Ленинский",0,0
nng,"Нижний Новгород, Гаражная улица",8370000,51.52,16.9,16.5,1,3,24,,0,2025,monolithBrick,,,,44.03328534854769,56.30875871016914,,,"Горьковская,Стрелка,Московская","5,8,8","transport,transport,transport","Высоково,Советский",0,0
nng,"Нижний Новгород, улица Родионова",8382950,43.1,,,1,3,6,,0,2025,monolithBrick,,,,44.0681186627039,56.3173417880816,,,"Горьковская,Стрелка,Московская","7,10,11","transport,transport,transport","Подновье,Нижегородский",1,0
nng,"Нижний Новгород, улица Родионова",8504496,47.2,,,1,10,10,,1,2023,monolithBrick,underground,rough,,44.0751424325085,56.3049853770483,1,1,"Горьковская,Московская,Стрелка","10,15,16","transport,transport,transport","Печерская долина,Нижегородский",0,0
nng,"Нижний Новгород, Краснозвёздная улица",8538000,56.77,,,2,2,15,,0,2026,monolithBrick,,,,43.99260772491128,56.28575896580599,,,"Горьковская,Ленинская,Заречная","5,6,6","transport,transport,transport","Тобольские казармы,Советский",0,0
nng,"Нижний Новгород, улица Баумана",8562160,49.78,,,2,2,21,,0,2024,panel,,,,43.95559009793002,56.28041008207406,,,"Заречная,Ленинская,Двигатель Революции","5,5,7","transport,transport,transport","Молитовка,Ленинский",0,0
nng,"Нижний Новгород, 2-я Оранжерейная улица",8604000,36.0,,,1,1,19,,0,2025,panel,,,,43.99884076057403,56.30450273451132,,,"Горьковская,Московская,Ленинская","18,8,9","walk,transport,transport","проспект Гагарина,Советский",0,0
nng,"Нижний Новгород, Новокузнечихинская улица",8633193,61.9,,,3,23,25,,0,2026,monolithBrick,,,,44.0393602128704,56.2694798681825,,,"Горьковская,Пролетарская,Ленинская","13,18,20","transport,transport,transport","Кузнечиха,Советский",0,0
